id_client;id_group;city;nflag_purchase;time_came
24359261;0;Saint-Petersbourg;0;04.05.2021
24362611;1;Saint-Petersbourg;0;17.12.2021
24361004;0;Kazan;1;01.01.2020
24359795;1;Moscow;0;25.08.2020
24361948;1;Novosibirsk;0;24.02.2021
24357903;0;Saint-Petersbourg;1;04.02.2020
24362503;1;Novosibirsk;1;24.10.2020
24361613;1;Kazan;0;28.06.2020
24362894;0;Vladivostok;0;15.10.2020
24357889;1;Novosibirsk;0;19.06.2020
24358646;0;Novosibirsk;1;24.10.2021
24360288;1;Saint-Petersbourg;0;23.05.2020
24359608;0;Saint-Petersbourg;0;25.03.2021
24361114;0;Novosibirsk;1;05.05.2021
24357157;0;Kazan;1;16.01.2021
24360772;1;Moscow;0;18.01.2021
24359892;0;Saint-Petersbourg;1;20.10.2020
24357549;1;Moscow;0;01.03.2021
24356970;1;Moscow;1;15.04.2020
24357351;0;Saint-Petersbourg;0;29.11.2021
24359794;0;Kazan;0;28.06.2020
24361690;1;Saint-Petersbourg;0;17.03.2021
24362363;1;Novosibirsk;0;24.08.2021
24359084;1;Moscow;1;05.01.2021
24363052;1;Vladivostok;1;08.12.2021
24358849;0;Kazan;0;18.01.2021
24357829;1;Moscow;0;06.03.2020
24357405;0;Moscow;0;08.07.2021
24360912;0;Moscow;0;13.01.2021
24358387;1;Moscow;1;25.08.2021
24358096;1;Kazan;0;15.05.2021
24359652;0;Kazan;0;30.06.2020
24357012;1;Moscow;1;26.08.2021
24360874;1;Saint-Petersbourg;1;06.03.2020
24362769;1;Vladivostok;1;10.09.2020
24362072;1;Kazan;0;12.06.2021
24359014;1;Kazan;0;05.08.2020
24356870;0;Kazan;1;27.03.2020
24359972;1;Saint-Petersbourg;0;13.08.2021
24361969;0;Moscow;0;16.03.2021
24357756;1;Novosibirsk;0;06.10.2021
24360067;0;Novosibirsk;0;29.01.2021
24363020;1;Vladivostok;1;12.08.2021
24358372;0;Saint-Petersbourg;1;09.03.2020
24361235;1;Kazan;0;10.09.2020
24361919;1;Kazan;0;18.03.2021
24360680;1;Saint-Petersbourg;0;11.03.2021
24361981;1;Moscow;1;23.05.2020
24359830;0;Moscow;1;02.09.2020
24362324;1;Kazan;0;24.08.2020
24360178;1;Saint-Petersbourg;1;03.03.2020
24357124;0;Saint-Petersbourg;0;19.10.2021
24360687;0;Saint-Petersbourg;0;20.03.2021
24359527;1;Moscow;0;29.04.2020
24361342;1;Saint-Petersbourg;1;06.08.2021
24362647;0;Kazan;0;11.07.2021
24359707;0;Kazan;0;25.07.2021
24358983;1;Moscow;0;23.01.2021
24359465;1;Moscow;0;16.08.2021
24359293;0;Novosibirsk;0;23.01.2021
24359019;0;Moscow;0;11.05.2021
24359581;0;Saint-Petersbourg;0;04.11.2020
24362574;0;Saint-Petersbourg;0;08.03.2021
24362159;0;Moscow;1;01.07.2021
24361253;1;Novosibirsk;0;08.02.2021
24358285;1;Moscow;0;17.11.2021
24359569;0;Moscow;1;02.05.2021
24358089;1;Saint-Petersbourg;0;04.02.2020
24357650;1;Novosibirsk;0;15.11.2021
24361830;0;Moscow;0;27.05.2021
24362631;0;Moscow;0;08.10.2020
24360326;0;Kazan;0;29.03.2020
24359469;1;Novosibirsk;0;09.10.2021
24358805;0;Moscow;0;23.04.2021
24362311;1;Moscow;0;24.12.2021
24358859;0;Moscow;0;14.07.2021
24358013;1;Saint-Petersbourg;1;06.11.2021
24360567;0;Moscow;0;08.11.2021
24360905;0;Saint-Petersbourg;0;10.03.2020
24361520;0;Moscow;0;01.01.2021
24361045;0;Kazan;1;22.06.2021
24359982;1;Kazan;1;22.03.2020
24359350;0;Novosibirsk;0;02.06.2020
24357028;0;Saint-Petersbourg;0;19.12.2021
24362836;1;Vladivostok;1;25.04.2020
24358133;0;Novosibirsk;0;11.01.2021
24362958;0;Vladivostok;0;02.01.2021
24359340;0;Saint-Petersbourg;0;05.12.2020
24360826;0;Novosibirsk;1;26.04.2021
24359961;1;Novosibirsk;0;29.11.2020
24358330;1;Moscow;0;20.02.2020
24358142;1;Moscow;0;06.04.2020
24361091;1;Kazan;0;22.12.2020
24358989;0;Moscow;0;26.02.2021
24356995;1;Moscow;1;12.02.2021
24359957;1;Saint-Petersbourg;0;02.02.2021
24357539;0;Saint-Petersbourg;1;05.03.2020
24362708;0;Moscow;0;02.07.2020
24357808;1;Moscow;1;04.01.2020
24357383;1;Novosibirsk;0;01.07.2021
24357023;1;Novosibirsk;0;08.07.2021
24358658;1;Kazan;1;05.03.2021
24361421;1;Moscow;0;07.10.2021
24357710;1;Novosibirsk;0;23.08.2020
24362937;0;Vladivostok;0;04.08.2021
24361796;1;Saint-Petersbourg;0;17.04.2021
24357074;0;Novosibirsk;0;16.06.2021
24358359;1;Saint-Petersbourg;0;21.06.2021
24359280;0;Moscow;1;01.08.2020
24357861;1;Moscow;0;01.06.2021
24360522;0;Moscow;0;12.10.2020
24359266;0;Moscow;1;07.10.2020
24360405;0;Moscow;0;14.01.2021
24359176;0;Moscow;0;21.05.2021
24362243;0;Saint-Petersbourg;1;04.02.2021
24359902;0;Novosibirsk;0;14.07.2020
24360139;1;Moscow;1;07.12.2021
24360193;0;Saint-Petersbourg;0;08.01.2020
24362789;1;Vladivostok;1;01.08.2020
24358173;1;Moscow;0;18.02.2021
24357971;1;Novosibirsk;0;28.05.2020
24360862;0;Moscow;0;25.06.2021
24357906;1;Moscow;0;20.03.2021
24357708;1;Moscow;1;08.03.2021
24362993;1;Vladivostok;1;15.05.2021
24360127;1;Moscow;0;26.07.2021
24360987;1;Moscow;1;09.01.2020
24358220;1;Moscow;0;30.10.2020
24360197;1;Saint-Petersbourg;0;06.05.2021
24359189;0;Moscow;0;25.08.2020
24358897;1;Moscow;0;23.04.2021
24362011;0;Saint-Petersbourg;1;10.10.2021
24359054;0;Saint-Petersbourg;0;06.08.2021
24361611;0;Kazan;1;23.09.2020
24356902;0;Saint-Petersbourg;1;10.03.2021
24358231;1;Moscow;0;18.04.2021
24360353;1;Novosibirsk;1;04.05.2020
24362310;0;Moscow;0;06.10.2021
24361699;1;Saint-Petersbourg;0;17.12.2020
24362163;0;Kazan;1;16.05.2020
24357101;0;Moscow;0;02.11.2021
24362530;0;Moscow;0;08.07.2021
24357403;0;Moscow;0;10.10.2020
24358597;1;Saint-Petersbourg;1;27.11.2021
24358408;1;Kazan;0;24.10.2020
24362488;0;Kazan;1;06.06.2021
24361853;0;Saint-Petersbourg;0;09.09.2020
24359549;1;Saint-Petersbourg;0;26.09.2020
24357320;0;Moscow;0;06.03.2020
24358856;0;Moscow;0;11.09.2020
24362082;0;Saint-Petersbourg;0;08.03.2020
24362743;1;Vladivostok;1;24.04.2020
24360630;1;Moscow;0;21.01.2020
24363175;1;Vladivostok;1;14.08.2021
24359904;1;Saint-Petersbourg;0;31.01.2021
24357981;0;Saint-Petersbourg;1;16.09.2021
24360257;1;Moscow;0;30.10.2020
24358987;0;Saint-Petersbourg;1;25.03.2021
24359432;0;Saint-Petersbourg;0;10.06.2021
24359998;0;Kazan;0;23.04.2020
24359438;1;Saint-Petersbourg;0;05.03.2020
24357742;0;Novosibirsk;0;07.09.2021
24359249;0;Novosibirsk;0;29.07.2021
24358725;0;Moscow;0;30.10.2021
24361692;0;Novosibirsk;1;17.09.2020
24359099;1;Saint-Petersbourg;0;14.08.2020
24362413;0;Kazan;0;17.05.2021
24361064;1;Saint-Petersbourg;0;05.12.2021
24360003;1;Kazan;0;04.06.2021
24361497;1;Saint-Petersbourg;1;28.04.2021
24359544;1;Saint-Petersbourg;0;05.06.2021
24359406;1;Kazan;0;20.01.2020
24359890;1;Saint-Petersbourg;0;08.01.2020
24361688;1;Saint-Petersbourg;0;06.02.2020
24356806;1;Saint-Petersbourg;1;08.02.2021
24359950;0;Saint-Petersbourg;0;15.06.2021
24358667;0;Moscow;0;01.11.2021
24362484;1;Moscow;1;20.11.2020
24362692;1;Moscow;0;19.12.2021
24361872;1;Novosibirsk;1;28.10.2021
24357429;1;Moscow;0;03.08.2021
24358496;1;Moscow;0;27.03.2020
24361442;1;Moscow;1;05.10.2021
24360845;1;Moscow;1;27.12.2021
24360676;0;Moscow;1;13.09.2020
24357784;1;Saint-Petersbourg;0;19.04.2020
24361397;0;Moscow;0;02.09.2021
24357747;1;Kazan;0;14.05.2021
24360436;0;Saint-Petersbourg;0;16.12.2021
24357029;0;Saint-Petersbourg;0;10.02.2021
24362744;1;Vladivostok;1;18.04.2020
24360181;1;Novosibirsk;0;05.01.2021
24360521;0;Saint-Petersbourg;0;11.08.2020
24362043;1;Kazan;0;12.09.2021
24357957;1;Novosibirsk;1;08.07.2021
24357277;0;Novosibirsk;1;27.04.2020
24362173;1;Moscow;0;24.07.2021
24356876;0;Moscow;1;25.12.2021
24362908;0;Vladivostok;0;11.07.2021
24357227;0;Saint-Petersbourg;1;04.08.2021
24361112;1;Kazan;0;12.09.2020
24359380;1;Moscow;0;04.04.2021
24361701;0;Moscow;0;30.09.2021
24359284;1;Moscow;1;10.07.2020
24362953;0;Vladivostok;0;23.02.2021
24360844;1;Novosibirsk;0;22.11.2021
24359394;1;Saint-Petersbourg;0;31.03.2020
24358793;1;Novosibirsk;1;13.07.2021
24362867;0;Vladivostok;0;14.02.2020
24362664;1;Novosibirsk;1;15.07.2021
24361464;0;Novosibirsk;0;19.08.2020
24359283;1;Kazan;0;18.10.2020
24360777;1;Novosibirsk;1;06.05.2020
24357621;0;Novosibirsk;0;14.02.2021
24358877;0;Moscow;0;30.10.2020
24360332;0;Saint-Petersbourg;0;01.02.2021
24362632;1;Novosibirsk;0;10.01.2020
24358211;1;Novosibirsk;1;27.07.2021
24362722;0;Vladivostok;1;13.03.2020
24362806;1;Vladivostok;1;05.07.2020
24359889;1;Novosibirsk;0;14.04.2021
24360301;1;Moscow;0;10.09.2021
24357049;0;Moscow;0;17.08.2020
24360881;0;Moscow;0;18.10.2021
24360591;0;Kazan;0;11.07.2020
24361155;1;Moscow;1;20.09.2021
24361434;1;Saint-Petersbourg;1;12.08.2021
24362700;1;Kazan;0;08.12.2021
24361448;0;Moscow;0;22.12.2021
24359567;0;Moscow;1;17.08.2020
24360990;0;Moscow;1;14.08.2021
24360604;0;Saint-Petersbourg;0;12.02.2020
24362169;0;Novosibirsk;0;17.04.2021
24361530;0;Moscow;1;13.03.2020
24358026;1;Novosibirsk;0;02.09.2020
24361885;0;Novosibirsk;0;01.02.2021
24357871;0;Moscow;0;05.12.2021
24359012;1;Moscow;0;29.01.2021
24360583;0;Saint-Petersbourg;0;28.07.2021
24357244;0;Saint-Petersbourg;0;22.10.2021
24360514;0;Novosibirsk;0;05.11.2021
24360997;0;Kazan;0;29.08.2020
24357575;1;Saint-Petersbourg;1;28.04.2020
24358110;1;Saint-Petersbourg;0;03.06.2020
24360052;0;Kazan;0;13.10.2020
24359783;0;Novosibirsk;0;25.12.2021
24360254;1;Moscow;0;19.04.2020
24357438;1;Novosibirsk;0;12.03.2021
24357443;1;Novosibirsk;0;22.11.2020
24361560;1;Moscow;0;15.04.2021
24357298;1;Novosibirsk;0;27.11.2021
24358098;1;Kazan;0;02.11.2021
24358814;0;Moscow;0;22.07.2021
24358598;0;Saint-Petersbourg;1;05.09.2020
24358076;1;Novosibirsk;0;12.07.2020
24362428;1;Novosibirsk;0;18.10.2020
24362966;1;Vladivostok;1;10.04.2021
24360543;0;Novosibirsk;0;17.11.2021
24359711;1;Moscow;1;23.10.2020
24362380;1;Saint-Petersbourg;0;28.06.2020
24360935;1;Saint-Petersbourg;0;09.07.2020
24360985;0;Saint-Petersbourg;0;02.12.2021
24357375;0;Moscow;1;09.08.2021
24360402;0;Novosibirsk;0;11.08.2021
24362661;1;Novosibirsk;1;28.01.2020
24363099;1;Vladivostok;1;30.04.2021
24362418;1;Moscow;0;24.07.2021
24359092;1;Moscow;0;15.09.2021
24358202;1;Saint-Petersbourg;0;22.10.2020
24361125;1;Saint-Petersbourg;1;04.11.2021
24359835;1;Saint-Petersbourg;0;22.04.2021
24359629;0;Novosibirsk;0;03.03.2021
24360102;1;Novosibirsk;0;18.11.2021
24358726;1;Saint-Petersbourg;0;07.05.2021
24359081;0;Moscow;0;05.01.2020
24359692;0;Moscow;0;31.05.2020
24357631;1;Moscow;1;08.08.2021
24358254;1;Saint-Petersbourg;0;28.03.2021
24359988;1;Kazan;0;01.11.2020
24358403;0;Novosibirsk;0;08.07.2021
24357959;0;Saint-Petersbourg;0;13.06.2020
24358067;0;Moscow;1;03.10.2021
24362635;0;Moscow;0;24.08.2021
24357960;1;Novosibirsk;0;28.09.2020
24360524;0;Moscow;0;15.10.2020
24359633;0;Moscow;1;01.08.2021
24362932;0;Vladivostok;0;21.05.2021
24359429;0;Moscow;1;01.06.2021
24361580;1;Kazan;0;17.11.2021
24357758;1;Moscow;1;09.10.2021
24361052;0;Kazan;0;03.04.2021
24357171;0;Saint-Petersbourg;1;19.06.2021
24360708;1;Saint-Petersbourg;0;22.04.2020
24362526;0;Moscow;1;06.09.2021
24360376;0;Saint-Petersbourg;0;05.11.2021
24362204;0;Novosibirsk;0;10.10.2021
24362603;0;Saint-Petersbourg;0;09.07.2020
24358900;1;Novosibirsk;0;27.10.2020
24360804;1;Kazan;0;26.11.2020
24362436;1;Moscow;0;21.01.2020
24362970;1;Vladivostok;1;27.12.2021
24361899;0;Kazan;0;29.03.2020
24357574;1;Moscow;0;04.06.2021
24358748;1;Moscow;0;27.10.2020
24358413;1;Moscow;0;15.05.2021
24358167;1;Moscow;0;23.07.2021
24357120;1;Saint-Petersbourg;1;09.05.2021
24357767;0;Saint-Petersbourg;0;22.01.2020
24358056;0;Moscow;0;24.01.2020
24357176;1;Moscow;0;17.08.2020
24359522;0;Saint-Petersbourg;0;26.02.2021
24362943;0;Vladivostok;0;17.08.2021
24361117;1;Moscow;1;18.01.2021
24361364;0;Moscow;0;04.10.2020
24361529;1;Saint-Petersbourg;0;05.06.2021
24359219;1;Moscow;0;19.06.2021
24357105;1;Novosibirsk;0;23.11.2021
24359558;1;Novosibirsk;1;20.03.2020
24357893;0;Saint-Petersbourg;0;23.03.2021
24361054;1;Saint-Petersbourg;0;25.08.2021
24359571;1;Moscow;0;07.09.2020
24361179;1;Saint-Petersbourg;0;27.02.2021
24361565;0;Moscow;1;21.08.2021
24359967;0;Moscow;0;11.04.2020
24362516;0;Saint-Petersbourg;1;16.04.2020
24361556;0;Saint-Petersbourg;0;02.08.2021
24361411;0;Moscow;0;09.02.2021
24357255;0;Novosibirsk;1;07.05.2021
24362799;1;Vladivostok;1;29.09.2020
24361389;0;Moscow;0;23.04.2020
24360792;1;Moscow;1;19.06.2020
24358033;0;Saint-Petersbourg;0;21.08.2021
24358655;1;Kazan;1;05.01.2021
24358404;0;Saint-Petersbourg;1;10.01.2021
24357316;0;Kazan;0;13.08.2020
24359024;1;Moscow;1;30.05.2021
24359295;1;Novosibirsk;0;24.01.2021
24358381;1;Saint-Petersbourg;1;21.06.2020
24360574;1;Moscow;0;07.06.2020
24363103;0;Vladivostok;0;08.12.2021
24360848;0;Saint-Petersbourg;1;12.01.2021
24360103;0;Novosibirsk;0;18.01.2020
24361414;1;Kazan;0;14.10.2020
24359171;1;Novosibirsk;0;30.07.2021
24357987;1;Moscow;0;28.06.2021
24357629;0;Kazan;0;15.06.2020
24361023;1;Kazan;0;04.01.2020
24359270;1;Novosibirsk;0;16.01.2021
24362431;1;Kazan;0;02.10.2020
24359089;1;Moscow;0;23.08.2021
24361410;0;Novosibirsk;1;22.12.2020
24362471;0;Saint-Petersbourg;1;10.06.2021
24359017;1;Kazan;0;23.08.2021
24357318;0;Novosibirsk;0;22.06.2021
24362111;1;Kazan;1;29.05.2021
24361360;1;Moscow;1;07.07.2020
24359255;0;Saint-Petersbourg;0;03.09.2021
24357401;1;Kazan;0;11.11.2020
24356994;0;Novosibirsk;0;28.05.2020
24357946;1;Kazan;1;11.10.2020
24357660;0;Novosibirsk;0;09.01.2020
24357990;0;Novosibirsk;0;26.04.2020
24357287;1;Novosibirsk;0;23.08.2021
24361751;0;Moscow;0;27.01.2021
24359826;0;Saint-Petersbourg;0;12.07.2020
24359516;1;Saint-Petersbourg;0;24.03.2021
24357970;1;Saint-Petersbourg;0;26.12.2021
24357737;0;Moscow;0;10.08.2021
24360446;0;Moscow;0;06.08.2020
24362118;1;Saint-Petersbourg;0;01.06.2020
24357852;0;Moscow;0;21.01.2021
24359137;1;Moscow;0;31.07.2020
24357533;1;Novosibirsk;0;28.02.2021
24357434;0;Novosibirsk;0;20.02.2021
24360937;0;Saint-Petersbourg;0;04.12.2021
24361991;1;Novosibirsk;0;10.10.2021
24360800;0;Moscow;0;03.12.2021
24362401;1;Moscow;0;01.12.2021
24361328;0;Saint-Petersbourg;1;10.05.2021
24361273;0;Moscow;0;04.02.2021
24361072;1;Moscow;0;13.10.2021
24359327;0;Saint-Petersbourg;0;28.01.2021
24363075;0;Vladivostok;1;14.05.2021
24358001;0;Kazan;1;25.12.2021
24357075;0;Saint-Petersbourg;0;02.11.2021
24356793;1;Saint-Petersbourg;0;18.07.2020
24360313;0;Novosibirsk;0;12.06.2021
24359290;1;Saint-Petersbourg;0;21.05.2021
24363116;0;Vladivostok;0;23.01.2021
24362996;0;Vladivostok;1;24.04.2021
24357353;0;Moscow;0;13.06.2021
24361906;1;Novosibirsk;0;11.10.2021
24357128;0;Novosibirsk;1;10.05.2021
24360244;1;Saint-Petersbourg;0;05.12.2020
24362373;1;Kazan;0;31.10.2021
24360059;1;Moscow;0;16.01.2020
24362296;1;Moscow;0;20.11.2021
24361013;1;Kazan;0;28.09.2020
24357113;1;Novosibirsk;0;18.04.2021
24360360;0;Saint-Petersbourg;1;18.04.2021
24359506;0;Saint-Petersbourg;1;09.03.2020
24362039;0;Moscow;0;04.01.2021
24361650;0;Moscow;0;13.01.2021
24360754;1;Novosibirsk;0;25.12.2020
24359090;0;Moscow;0;02.04.2020
24358388;1;Moscow;0;12.06.2021
24361451;1;Novosibirsk;0;30.05.2020
24361568;1;Kazan;1;23.02.2020
24360962;0;Kazan;0;18.09.2021
24356968;0;Kazan;0;11.03.2020
24357206;0;Moscow;1;19.08.2020
24361567;0;Saint-Petersbourg;1;08.06.2021
24356894;0;Moscow;0;17.02.2021
24359823;1;Moscow;0;22.06.2021
24357177;0;Moscow;0;15.03.2020
24358552;0;Kazan;0;21.02.2021
24359543;0;Kazan;0;28.08.2021
24358339;1;Saint-Petersbourg;0;02.04.2020
24359554;1;Novosibirsk;0;29.03.2020
24360802;1;Moscow;0;15.02.2021
24357902;1;Kazan;0;05.09.2021
24362793;1;Vladivostok;1;29.11.2020
24362902;0;Vladivostok;0;21.06.2020
24359877;1;Moscow;0;24.08.2021
24361358;1;Saint-Petersbourg;0;15.07.2021
24356949;1;Novosibirsk;0;15.05.2020
24361057;1;Saint-Petersbourg;1;10.12.2021
24357744;1;Saint-Petersbourg;0;30.04.2020
24360783;0;Moscow;0;10.11.2021
24361492;1;Novosibirsk;1;15.08.2021
24357921;1;Novosibirsk;1;04.03.2020
24360081;0;Moscow;0;12.04.2020
24362054;0;Novosibirsk;0;10.04.2021
24360106;1;Saint-Petersbourg;1;08.04.2021
24361245;1;Moscow;0;26.03.2020
24362366;0;Moscow;0;25.09.2021
24360088;1;Novosibirsk;0;02.10.2021
24362764;1;Vladivostok;1;24.08.2020
24361151;0;Novosibirsk;1;02.09.2021
24358318;1;Moscow;0;29.11.2021
24356839;0;Moscow;1;29.04.2021
24362818;0;Vladivostok;0;09.04.2020
24361664;0;Novosibirsk;1;11.07.2020
24361334;1;Saint-Petersbourg;0;30.08.2020
24362885;0;Vladivostok;1;25.04.2020
24360079;0;Kazan;1;08.07.2021
24359192;1;Saint-Petersbourg;0;17.03.2020
24360954;0;Novosibirsk;0;15.04.2020
24358734;0;Novosibirsk;1;21.05.2020
24361254;0;Moscow;0;16.12.2021
24358159;0;Moscow;1;22.07.2021
24362223;0;Novosibirsk;0;18.02.2020
24357085;1;Kazan;1;30.10.2020
24358972;0;Moscow;0;27.07.2021
24357347;0;Saint-Petersbourg;1;13.10.2021
24363126;0;Vladivostok;0;05.04.2021
24360404;0;Saint-Petersbourg;0;14.01.2021
24357198;1;Saint-Petersbourg;0;06.12.2021
24360798;0;Saint-Petersbourg;1;28.05.2020
24357555;0;Moscow;1;15.05.2021
24359949;0;Kazan;0;22.05.2020
24359840;1;Kazan;0;16.05.2020
24361366;1;Kazan;0;30.04.2020
24358460;0;Moscow;1;27.10.2021
24362497;0;Moscow;0;03.12.2021
24362400;1;Moscow;0;26.01.2021
24359347;1;Novosibirsk;0;10.08.2020
24362213;0;Moscow;0;19.04.2020
24361956;0;Kazan;1;24.05.2021
24356948;0;Moscow;0;26.04.2021
24358104;1;Moscow;1;08.06.2021
24360993;0;Novosibirsk;0;06.11.2021
24358942;0;Moscow;0;04.08.2021
24362506;0;Novosibirsk;0;17.05.2020
24361598;0;Novosibirsk;0;05.12.2020
24360934;1;Saint-Petersbourg;0;07.06.2021
24357869;1;Saint-Petersbourg;0;12.07.2020
24361059;0;Moscow;0;22.02.2021
24359947;0;Moscow;0;22.02.2021
24361681;0;Saint-Petersbourg;1;04.12.2020
24359537;0;Moscow;0;21.11.2021
24357999;1;Moscow;0;21.01.2021
24357974;1;Moscow;0;26.12.2021
24363044;0;Vladivostok;0;01.06.2021
24361531;0;Kazan;0;07.07.2020
24357345;0;Moscow;0;06.08.2021
24361894;1;Moscow;0;22.12.2020
24362978;1;Vladivostok;1;22.02.2021
24361563;1;Moscow;1;12.03.2021
24357036;0;Moscow;0;15.07.2021
24358522;0;Saint-Petersbourg;1;11.08.2020
24363157;0;Vladivostok;0;17.04.2021
24358808;0;Kazan;0;18.05.2021
24357041;0;Kazan;1;18.09.2021
24360500;0;Kazan;0;29.04.2020
24359462;0;Moscow;1;20.09.2021
24358257;1;Kazan;0;14.01.2021
24360314;1;Novosibirsk;0;31.01.2020
24359894;0;Saint-Petersbourg;0;20.05.2020
24362685;1;Kazan;0;20.01.2020
24358186;0;Moscow;0;14.09.2020
24357895;1;Saint-Petersbourg;0;31.10.2021
24359675;0;Moscow;0;23.08.2021
24361773;0;Moscow;1;11.09.2021
24363143;0;Vladivostok;0;26.11.2021
24360427;1;Kazan;1;11.12.2020
24358759;0;Novosibirsk;0;14.09.2020
24363066;0;Vladivostok;0;10.02.2021
24361363;0;Moscow;0;01.06.2021
24363102;1;Vladivostok;1;04.06.2021
24357265;1;Novosibirsk;0;08.07.2020
24360556;1;Saint-Petersbourg;1;10.09.2021
24360030;0;Kazan;0;01.03.2020
24358238;0;Kazan;0;18.09.2021
24358443;1;Moscow;0;09.07.2021
24360470;1;Novosibirsk;1;22.03.2020
24361467;1;Moscow;0;30.06.2021
24361605;1;Saint-Petersbourg;1;12.11.2020
24357440;1;Moscow;0;15.01.2021
24361679;1;Kazan;0;26.10.2020
24360224;0;Saint-Petersbourg;0;18.03.2020
24357770;1;Saint-Petersbourg;0;14.01.2021
24358351;1;Moscow;0;10.02.2020
24358718;1;Kazan;0;21.03.2020
24359667;1;Saint-Petersbourg;0;20.09.2020
24362729;0;Vladivostok;0;31.07.2020
24361865;1;Novosibirsk;0;19.05.2020
24358627;0;Saint-Petersbourg;0;23.03.2021
24362607;1;Kazan;1;21.06.2020
24360793;0;Saint-Petersbourg;0;22.04.2020
24363110;1;Vladivostok;1;12.03.2021
24359891;0;Moscow;0;09.11.2021
24362312;1;Kazan;0;05.08.2021
24359087;1;Saint-Petersbourg;0;21.04.2021
24357300;0;Kazan;1;24.01.2021
24359670;1;Saint-Petersbourg;1;08.07.2020
24362584;0;Moscow;0;31.10.2020
24360527;1;Moscow;1;18.01.2021
24358148;1;Saint-Petersbourg;0;26.12.2021
24359044;1;Moscow;0;22.02.2021
24357331;1;Novosibirsk;0;24.12.2020
24361732;0;Moscow;0;09.04.2021
24357218;0;Moscow;0;13.06.2020
24358454;1;Saint-Petersbourg;0;13.02.2021
24360040;1;Novosibirsk;1;28.04.2020
24357578;0;Moscow;0;03.12.2021
24361710;1;Novosibirsk;1;20.02.2021
24363167;0;Vladivostok;0;25.03.2021
24357512;1;Kazan;0;10.01.2020
24358023;1;Kazan;1;30.10.2020
24358441;0;Moscow;0;25.04.2021
24357464;1;Novosibirsk;0;20.03.2021
24361807;1;Moscow;0;21.07.2020
24358480;1;Moscow;0;04.02.2021
24358922;1;Novosibirsk;1;12.06.2021
24359694;0;Kazan;0;07.11.2021
24362710;0;Moscow;0;12.12.2020
24359993;0;Novosibirsk;1;26.11.2020
24360628;0;Moscow;1;19.09.2021
24361592;1;Moscow;0;21.11.2020
24356999;1;Saint-Petersbourg;1;02.02.2021
24358219;1;Moscow;0;14.07.2021
24362650;0;Saint-Petersbourg;1;14.07.2021
24360171;0;Kazan;0;22.09.2021
24359243;1;Moscow;1;04.01.2021
24357404;1;Moscow;0;14.09.2020
24360395;1;Moscow;1;05.06.2021
24358596;0;Saint-Petersbourg;0;21.07.2021
24362800;0;Vladivostok;0;03.07.2020
24358335;1;Saint-Petersbourg;0;23.11.2020
24357483;1;Moscow;0;10.10.2021
24357787;1;Novosibirsk;1;06.03.2020
24359693;0;Moscow;0;13.10.2021
24361471;0;Moscow;0;09.12.2021
24361212;1;Novosibirsk;1;28.02.2020
24361459;1;Kazan;1;17.04.2020
24358992;0;Saint-Petersbourg;1;08.12.2021
24360693;1;Kazan;1;01.05.2020
24358328;0;Moscow;0;02.04.2021
24362741;0;Vladivostok;0;01.08.2020
24363164;1;Vladivostok;0;29.08.2021
24362365;0;Moscow;0;09.01.2021
24362639;1;Saint-Petersbourg;0;27.10.2020
24361202;0;Saint-Petersbourg;0;15.02.2021
24357222;1;Kazan;1;29.07.2021
